Date,Year,Pasture,Patch,Pasture_Patch,Pasture_Patch_Year,Pasture_Patch_Year_Transect,Robel.N,Robel.E,Robel.S,Robel.W,Litter,Litter_2,Litter_3,Litter_depth,Bare,WSG,Fescue,Sedges,CSG,CSG_FEAR,Forbs,Legumes,Woody,Violets,Panic,Seed_cover,Seed_mix,SDV,TALLEST,CHEAT,
,2007,GIL,C,GIL_C,GIL_C_2007,GIL_C_2007,3.00,3.00,3.00,3.00,3.00,,,.,0.00,0.00,16.00,.,38.00,.,16.00,38.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,7.00,10.00,6.00,6.00,0.00,,,.,63.00,0.00,86.00,.,3.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,7.00,7.00,7.00,7.00,0.00,,,.,3.00,0.00,96.00,.,16.00,.,0.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,6.00,9.00,6.00,7.00,0.00,,,.,3.00,0.00,63.00,.,16.00,.,38.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,7.00,7.00,7.00,7.00,0.00,,,.,3.00,0.00,38.00,.,38.00,.,38.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,5.00,6.00,5.00,5.00,0.00,,,.,3.00,0.00,86.00,.,16.00,.,16.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,6.00,5.00,5.00,5.00,0.00,,,.,3.00,0.00,38.00,.,38.00,.,16.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,5.00,5.00,5.00,6.00,0.00,,,.,16.00,0.00,96.00,.,3.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,6.00,6.00,4.00,4.00,0.00,,,.,3.00,0.00,38.00,.,63.00,.,3.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,5.00,5.00,5.00,5.00,0.00,,,.,16.00,0.00,38.00,.,38.00,.,3.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,6.00,5.00,5.00,4.00,0.00,,,.,16.00,3.00,63.00,.,16.00,.,3.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,5.00,5.00,5.00,5.00,0.00,,,.,16.00,0.00,63.00,.,38.00,.,3.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,4.00,6.00,4.00,4.00,0.00,,,.,63.00,0.00,38.00,.,38.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,4.00,5.00,5.00,4.00,0.00,,,.,38.00,0.00,63.00,.,16.00,.,3.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,4.00,5.00,4.00,5.00,0.00,,,.,3.00,0.00,63.00,.,16.00,.,3.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,4.00,5.00,4.00,4.00,0.00,,,.,16.00,0.00,96.00,.,16.00,.,0.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,4.00,5.00,4.00,4.00,0.00,,,.,3.00,0.00,96.00,.,3.00,.,3.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,4.00,5.00,4.00,4.00,0.00,,,.,3.00,0.00,63.00,.,38.00,.,16.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,4.00,4.00,5.00,4.00,0.00,,,.,16.00,0.00,96.00,.,16.00,.,3.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,4.00,5.00,3.00,4.00,0.00,,,.,3.00,0.00,86.00,.,3.00,.,16.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,4.00,4.00,4.00,3.00,0.00,,,.,3.00,0.00,38.00,.,38.00,.,3.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,5.00,3.00,4.00,3.00,0.00,,,.,16.00,0.00,63.00,.,16.00,.,3.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,4.00,4.00,3.00,3.00,0.00,,,.,3.00,0.00,63.00,.,3.00,.,3.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,4.00,3.00,3.00,4.00,3.00,,,.,16.00,0.00,63.00,.,3.00,.,3.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,3.00,3.00,3.00,3.00,0.00,,,.,38.00,0.00,38.00,.,38.00,.,16.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,3.00,3.00,3.00,3.00,0.00,,,.,3.00,0.00,63.00,.,3.00,.,3.00,38.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,3.00,2.00,2.00,2.00,3.00,,,.,3.00,0.00,16.00,.,38.00,.,16.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,1.00,2.00,2.00,1.00,16.00,,,.,0.00,3.00,63.00,.,3.00,.,16.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,1.00,1.00,1.00,2.00,3.00,,,.,3.00,0.00,38.00,.,63.00,.,16.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,1.00,1.00,1.00,1.00,16.00,,,.,0.00,3.00,16.00,.,16.00,.,16.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,N,GIL_N,GIL_N_2007,GIL_N_2007,1.00,1.00,1.00,1.00,3.00,,,.,16.00,0.00,16.00,.,16.00,.,16.00,38.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,11.00,13.00,11.00,10.00,0.00,,,.,0.00,0.00,16.00,.,16.00,.,98.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,12.00,10.00,12.00,9.00,0.00,,,.,3.00,0.00,63.00,.,3.00,.,38.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,8.00,5.00,21.00,7.00,0.00,,,.,0.00,0.00,98.00,.,0.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,10.00,8.00,11.00,11.00,0.00,,,.,3.00,0.00,16.00,.,38.00,.,86.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,12.00,9.00,12.00,7.00,3.00,,,.,38.00,0.00,16.00,.,63.00,.,38.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,9.00,11.00,7.00,11.00,0.00,,,.,3.00,0.00,86.00,.,3.00,.,16.00,1.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,7.00,10.00,8.00,12.00,0.00,,,.,16.00,0.00,38.00,.,38.00,.,38.00,1.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,7.00,9.00,9.00,9.00,0.00,,,.,16.00,0.00,3.00,.,38.00,.,86.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,4.00,4.00,3.00,21.00,0.00,,,.,3.00,0.00,38.00,.,63.00,.,3.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,10.00,5.00,12.00,5.00,0.00,,,.,3.00,0.00,38.00,.,63.00,.,38.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,8.00,7.00,5.00,9.00,0.00,,,.,3.00,0.00,86.00,.,3.00,.,16.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,5.00,8.00,5.00,10.00,0.00,,,.,16.00,0.00,86.00,.,3.00,.,38.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,7.00,7.00,7.00,7.00,0.00,,,.,0.00,0.00,86.00,.,38.00,.,38.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,6.00,6.00,5.00,9.00,0.00,,,.,16.00,0.00,63.00,.,16.00,.,38.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,6.00,7.00,7.00,6.00,0.00,,,.,16.00,0.00,86.00,.,16.00,.,3.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,6.00,6.00,6.00,7.00,0.00,,,.,3.00,0.00,98.00,.,3.00,.,0.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,6.00,6.00,6.00,6.00,0.00,,,.,38.00,0.00,86.00,.,3.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,7.00,6.00,6.00,5.00,0.00,,,.,38.00,0.00,86.00,.,3.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,9.00,5.00,5.00,5.00,0.00,,,.,16.00,0.00,63.00,.,38.00,.,16.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,5.00,5.00,9.00,5.00,0.00,,,.,16.00,0.00,63.00,.,38.00,.,16.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,5.00,6.00,5.00,7.00,0.00,,,.,16.00,0.00,38.00,.,86.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,3.00,10.00,5.00,5.00,0.00,,,.,16.00,0.00,63.00,.,16.00,.,38.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,4.00,5.00,5.00,8.00,0.00,,,.,3.00,0.00,98.00,.,16.00,.,16.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,5.00,5.00,5.00,5.00,0.00,,,.,16.00,0.00,86.00,.,16.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,5.00,5.00,5.00,5.00,0.00,,,.,3.00,0.00,86.00,.,38.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,5.00,5.00,5.00,5.00,0.00,,,.,0.00,0.00,38.00,.,86.00,.,38.00,3.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,5.00,4.00,5.00,5.00,0.00,,,.,38.00,0.00,86.00,.,16.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,4.00,4.00,4.00,5.00,0.00,,,.,0.00,0.00,86.00,.,3.00,.,16.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,3.00,5.00,3.00,3.00,0.00,,,.,0.00,0.00,63.00,.,38.00,.,3.00,16.00,0.00,.,.,,.,,,,
,2007,GIL,S,GIL_S,GIL_S_2007,GIL_S_2007,3.00,3.00,3.00,5.00,3.00,,,.,0.00,0.00,38.00,.,86.00,.,3.00,16.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,9.00,7.00,7.00,7.00,0.00,,,.,63.00,98.00,0.00,.,3.00,.,0.00,3.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,7.00,7.00,8.00,7.00,0.00,,,.,63.00,98.00,0.00,.,3.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,7.00,7.00,7.00,7.00,0.00,,,.,63.00,16.00,63.00,.,16.00,.,38.00,3.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,7.00,7.00,7.00,7.00,3.00,,,.,63.00,98.00,0.00,.,0.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,6.00,6.00,9.00,7.00,0.00,,,.,38.00,86.00,16.00,.,16.00,.,16.00,16.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,7.00,6.00,6.00,7.00,3.00,,,.,16.00,16.00,63.00,.,3.00,.,38.00,38.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,6.00,7.00,5.00,6.00,0.00,,,.,16.00,3.00,86.00,.,3.00,.,38.00,16.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,6.00,6.00,6.00,6.00,0.00,,,.,38.00,98.00,3.00,.,3.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,6.00,6.00,6.00,6.00,0.00,,,.,3.00,38.00,38.00,.,0.00,.,63.00,38.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,6.00,6.00,6.00,6.00,3.00,,,.,38.00,86.00,0.00,.,0.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,6.00,7.00,5.00,6.00,16.00,,,.,16.00,86.00,0.00,.,3.00,.,16.00,16.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,6.00,6.00,5.00,6.00,0.00,,,.,38.00,0.00,86.00,.,16.00,.,38.00,3.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,5.00,7.00,5.00,5.00,0.00,,,.,16.00,63.00,63.00,.,16.00,.,16.00,3.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,3.00,9.00,5.00,5.00,16.00,,,.,63.00,38.00,0.00,.,16.00,.,38.00,0.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,6.00,5.00,5.00,6.00,0.00,,,.,38.00,86.00,0.00,.,3.00,.,16.00,16.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,5.00,5.00,5.00,6.00,0.00,,,.,16.00,38.00,16.00,.,3.00,.,38.00,38.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,5.00,5.00,5.00,6.00,0.00,,,.,63.00,86.00,16.00,.,3.00,.,16.00,3.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,6.00,5.00,5.00,5.00,0.00,,,.,16.00,63.00,16.00,.,16.00,.,16.00,16.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,6.00,5.00,5.00,5.00,16.00,,,.,38.00,86.00,0.00,.,0.00,.,3.00,3.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,5.00,5.00,5.00,5.00,0.00,,,.,63.00,86.00,16.00,.,3.00,.,16.00,0.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,5.00,5.00,5.00,5.00,3.00,,,.,38.00,38.00,0.00,.,63.00,.,38.00,0.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,5.00,5.00,5.00,5.00,3.00,,,.,63.00,0.00,63.00,.,16.00,.,16.00,0.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,5.00,5.00,5.00,5.00,16.00,,,.,38.00,86.00,1.00,.,3.00,.,16.00,3.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,6.00,4.00,4.00,5.00,0.00,,,.,16.00,38.00,3.00,.,38.00,.,38.00,38.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,4.00,5.00,5.00,4.00,0.00,,,.,0.00,16.00,16.00,.,16.00,.,63.00,63.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,4.00,5.00,4.00,5.00,3.00,,,.,38.00,63.00,0.00,.,3.00,.,38.00,16.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,5.00,4.00,4.00,4.00,0.00,,,.,38.00,63.00,16.00,.,63.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,4.00,4.00,4.00,4.00,3.00,,,.,16.00,0.00,63.00,.,16.00,.,38.00,16.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,3.00,4.00,3.00,4.00,16.00,,,.,38.00,86.00,3.00,.,0.00,.,3.00,0.00,0.00,.,.,,.,,,,
,2007,KLN,C,KLN_C,KLN_C_2007,KLN_C_2007,3.00,2.00,2.00,2.00,0.00,,,.,63.00,0.00,0.00,.,63.00,.,0.00,3.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,8.00,8.00,8.00,9.00,16.00,,,.,0.00,0.00,16.00,.,3.00,.,98.00,3.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,8.00,5.00,6.00,9.00,3.00,,,.,0.00,0.00,16.00,.,0.00,.,16.00,86.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,9.00,7.00,5.00,6.00,38.00,,,.,3.00,16.00,38.00,.,0.00,.,63.00,3.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,6.00,7.00,6.00,7.00,63.00,,,.,0.00,38.00,16.00,.,0.00,.,63.00,0.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,6.00,7.00,7.00,5.00,0.00,,,.,3.00,0.00,86.00,.,0.00,.,16.00,0.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,9.00,6.00,5.00,5.00,16.00,,,.,0.00,0.00,0.00,.,3.00,.,38.00,38.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,6.00,6.00,6.00,7.00,16.00,,,.,3.00,16.00,16.00,.,3.00,.,38.00,3.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,5.00,7.00,5.00,6.00,3.00,,,.,0.00,0.00,0.00,.,16.00,.,16.00,86.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,7.00,6.00,6.00,3.00,0.00,,,.,0.00,0.00,0.00,.,0.00,.,16.00,86.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,6.00,5.00,3.00,7.00,0.00,,,.,0.00,0.00,0.00,.,0.00,.,38.00,63.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,5.00,6.00,5.00,5.00,0.00,,,.,3.00,0.00,86.00,.,3.00,.,3.00,16.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,4.00,5.00,6.00,6.00,38.00,,,.,3.00,38.00,3.00,.,3.00,.,38.00,3.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,5.00,5.00,5.00,6.00,16.00,,,.,3.00,63.00,16.00,.,0.00,.,16.00,0.00,0.00,.,.,,.,,,,
,2007,KLN,E,KLN_E,KLN_E_2007,KLN_E_2007,5.00,5.00,5.00,6.00,38.00,,,.,3.00,86.00,16.00,.,0.00,.,16.00,0.00,0.00,.,.,,.,,,,
